id,f_valid,f_maxima,f_muyalta,f_alta,f_moderada,f_baja
1794,1.0,0.298,0.0,0.702,0.0,0.0
1795,1.0,0.547,0.004,0.449,0.0,0.0
1796,1.0,0.923,0.009,0.069,0.0,0.0
1797,1.0,0.347,0.354,0.299,0.0,0.0
1798,1.0,0.348,0.614,0.038,0.0,0.0
1799,1.0,0.335,0.515,0.15,0.0,0.0
1800,1.0,0.568,0.132,0.3,0.0,0.0
1801,1.0,0.907,0.004,0.089,0.0,0.0
1802,1.0,0.967,0.0,0.033,0.0,0.0
1803,1.0,0.669,0.008,0.321,0.002,0.0
1804,1.0,0.225,0.0,0.257,0.517,0.0
1805,1.0,0.033,0.006,0.584,0.377,0.0
1806,1.0,0.077,0.0,0.733,0.19,0.0
1807,1.0,0.067,0.0,0.01,0.692,0.231
1808,1.0,0.418,0.0,0.013,0.091,0.478
1809,1.0,0.371,0.0,0.004,0.08,0.545
1810,1.0,0.736,0.0,0.005,0.024,0.235
1811,1.0,0.12,0.0,0.019,0.046,0.816
1812,1.0,0.14,0.0,0.003,0.188,0.669
1813,1.0,0.18,0.001,0.016,0.2,0.603
1814,1.0,0.129,0.0,0.009,0.088,0.774
1815,1.0,0.086,0.0,0.007,0.019,0.888
1816,1.0,0.046,0.001,0.143,0.504,0.306
1817,1.0,0.347,0.0,0.205,0.281,0.167
1818,1.0,0.203,0.0,0.012,0.3,0.485
1819,1.0,0.015,0.0,0.004,0.142,0.838
1820,1.0,0.012,0.0,0.013,0.025,0.95
1821,1.0,0.099,0.0,0.0,0.013,0.888
1822,1.0,0.028,0.0,0.0,0.207,0.765
1823,1.0,0.005,0.0,0.0,0.093,0.902
1824,1.0,0.043,0.0,0.0,0.045,0.912
1825,1.0,0.065,0.0,0.001,0.051,0.883
1826,1.0,0.545,0.0,0.031,0.067,0.357
1827,1.0,0.879,0.0,0.042,0.004,0.075
1828,1.0,0.403,0.0,0.019,0.001,0.577
1829,1.0,0.325,0.0,0.026,0.0,0.648
1830,1.0,0.269,0.0,0.057,0.007,0.667
1831,1.0,0.463,0.0,0.086,0.078,0.374
1832,1.0,0.456,0.0,0.265,0.059,0.219
1833,1.0,0.454,0.0,0.335,0.108,0.103
1834,1.0,0.127,0.0,0.121,0.046,0.706
1835,1.0,0.159,0.0,0.0,0.01,0.831
1836,1.0,0.333,0.0,0.0,0.027,0.64
1837,1.0,0.452,0.0,0.0,0.0,0.548
1838,0.73,0.727,0.0,0.0,0.0,0.273
1839,0.609,0.544,0.0,0.014,0.005,0.437
1840,1.0,0.173,0.0,0.071,0.015,0.741
1841,1.0,0.065,0.0,0.11,0.024,0.801
1842,1.0,0.02,0.0,0.097,0.007,0.875
1843,1.0,0.032,0.0,0.026,0.03,0.912
1844,0.733,0.125,0.0,0.0,0.193,0.682
1845,0.974,0.507,0.05,0.443,0.0,0.0
1846,1.0,0.444,0.21,0.346,0.0,0.0
1847,1.0,0.701,0.001,0.299,0.0,0.0
1848,1.0,0.742,0.098,0.161,0.0,0.0
1849,1.0,1.0,0.0,0.0,0.0,0.0
1850,1.0,1.0,0.0,0.0,0.0,0.0
1851,1.0,0.405,0.214,0.381,0.0,0.0
1852,1.0,0.034,0.238,0.721,0.008,0.0
1853,1.0,0.026,0.345,0.611,0.018,0.0
1854,1.0,0.119,0.48,0.253,0.147,0.0
1855,1.0,0.946,0.023,0.031,0.0,0.0
1856,1.0,0.846,0.073,0.081,0.0,0.0
1857,1.0,0.401,0.053,0.499,0.047,0.0
1858,1.0,0.591,0.11,0.255,0.044,0.0
1859,1.0,0.364,0.337,0.295,0.005,0.0
1860,1.0,0.099,0.274,0.62,0.007,0.0
1861,1.0,0.065,0.439,0.493,0.003,0.0
1862,1.0,0.06,0.222,0.622,0.096,0.0
1863,1.0,0.112,0.001,0.869,0.018,0.0
1864,1.0,0.843,0.003,0.154,0.0,0.0
1865,1.0,1.0,0.0,0.0,0.0,0.0
1866,1.0,0.942,0.0,0.058,0.0,0.0
1867,1.0,0.517,0.0,0.126,0.357,0.0
1868,1.0,0.062,0.045,0.389,0.504,0.0
1869,1.0,0.371,0.032,0.273,0.324,0.0
1870,1.0,0.533,0.0,0.452,0.015,0.0
1871,1.0,0.607,0.0,0.393,0.0,0.0
1872,1.0,0.881,0.0,0.119,0.0,0.0
1873,1.0,0.751,0.005,0.244,0.0,0.0
1874,1.0,0.782,0.026,0.193,0.0,0.0
1875,1.0,0.485,0.209,0.306,0.0,0.0
1876,1.0,0.824,0.1,0.075,0.0,0.0
1877,1.0,0.658,0.005,0.337,0.0,0.0
1878,1.0,0.406,0.016,0.578,0.0,0.0
1879,1.0,0.292,0.025,0.563,0.12,0.0
1880,1.0,0.075,0.007,0.769,0.149,0.0
1881,1.0,0.328,0.0,0.312,0.353,0.007
1882,1.0,0.427,0.003,0.388,0.11,0.072
1883,1.0,0.426,0.003,0.441,0.13,0.0
1884,1.0,0.517,0.0,0.074,0.195,0.214
1885,1.0,0.335,0.0,0.002,0.064,0.599
1886,1.0,0.37,0.0,0.008,0.114,0.508
1887,1.0,0.214,0.0,0.004,0.043,0.739
1888,1.0,0.133,0.0,0.002,0.017,0.848
1889,1.0,0.048,0.001,0.052,0.051,0.848
1890,1.0,0.067,0.0,0.053,0.06,0.819
1891,1.0,0.065,0.0,0.007,0.022,0.906
1892,1.0,0.063,0.003,0.144,0.484,0.306
1893,1.0,0.05,0.005,0.233,0.534,0.178
1894,1.0,0.113,0.0,0.0,0.013,0.875
1895,1.0,0.264,0.0,0.001,0.041,0.694
1896,1.0,0.021,0.0,0.0,0.176,0.803
1897,1.0,0.121,0.0,0.002,0.121,0.756
1898,1.0,0.221,0.0,0.0,0.004,0.774
1899,1.0,0.04,0.0,0.0,0.003,0.957
1900,1.0,0.018,0.0,0.0,0.257,0.725
1901,1.0,0.061,0.0,0.008,0.268,0.663
1902,1.0,0.042,0.0,0.031,0.025,0.902
1903,1.0,0.507,0.0,0.142,0.037,0.315
1904,1.0,0.472,0.0,0.061,0.023,0.444
1905,1.0,0.052,0.0,0.0,0.004,0.945
1906,1.0,0.076,0.0,0.0,0.003,0.92
1907,1.0,0.064,0.025,0.117,0.009,0.786
1908,1.0,0.237,0.161,0.28,0.111,0.212
1909,1.0,0.466,0.0,0.411,0.002,0.121
1910,1.0,0.865,0.0,0.074,0.0,0.06
1911,1.0,0.479,0.0,0.018,0.053,0.45
1912,1.0,0.222,0.0,0.021,0.021,0.736
1913,1.0,0.388,0.0,0.0,0.0,0.612
1914,1.0,0.395,0.0,0.0,0.0,0.605
1915,0.926,0.313,0.0,0.0,0.0,0.687
1916,0.797,0.921,0.0,0.002,0.008,0.068
1917,0.804,0.69,0.0,0.008,0.016,0.286
1918,0.848,0.116,0.0,0.026,0.022,0.836
1919,1.0,0.085,0.0,0.073,0.063,0.779
1920,1.0,0.204,0.0,0.025,0.015,0.756
1921,1.0,0.13,0.0,0.008,0.015,0.847
1922,1.0,0.145,0.0,0.0,0.002,0.853
1923,0.998,0.058,0.0,0.012,0.081,0.85
1924,0.52,0.189,0.0,0.002,0.052,0.757
1925,0.589,0.888,0.0,0.112,0.0,0.0
1926,0.631,0.914,0.029,0.057,0.0,0.0
1927,0.593,0.994,0.0,0.006,0.0,0.0
1928,0.651,1.0,0.0,0.0,0.0,0.0
1929,1.0,1.0,0.0,0.0,0.0,0.0
1930,1.0,1.0,0.0,0.0,0.0,0.0
1931,1.0,0.33,0.454,0.216,0.0,0.0
1932,1.0,0.041,0.827,0.05,0.082,0.0
1933,1.0,0.199,0.073,0.422,0.306,0.0
1934,1.0,0.221,0.527,0.245,0.007,0.0
1935,1.0,0.584,0.18,0.203,0.032,0.0
1936,1.0,0.256,0.265,0.473,0.006,0.0
1937,1.0,0.139,0.093,0.752,0.016,0.0
1938,1.0,0.237,0.068,0.695,0.0,0.0
1939,1.0,0.452,0.137,0.412,0.0,0.0
1940,1.0,0.527,0.03,0.444,0.0,0.0
1941,1.0,0.218,0.146,0.623,0.013,0.0
1942,1.0,0.316,0.043,0.565,0.077,0.0
1943,1.0,0.151,0.0,0.671,0.178,0.0
1944,1.0,0.784,0.0,0.215,0.0,0.0
1945,1.0,0.97,0.0,0.027,0.003,0.0
1946,1.0,0.466,0.03,0.254,0.25,0.0
1947,1.0,0.304,0.001,0.328,0.366,0.0
1948,1.0,0.186,0.133,0.285,0.396,0.0
1949,1.0,0.278,0.004,0.357,0.361,0.0
1950,1.0,0.368,0.035,0.236,0.36,0.0
1951,1.0,0.359,0.008,0.215,0.418,0.0
1952,1.0,0.319,0.025,0.325,0.331,0.0
1953,1.0,0.38,0.035,0.379,0.206,0.0
1954,1.0,0.109,0.08,0.531,0.28,0.0
1955,1.0,0.069,0.201,0.459,0.271,0.0
1956,1.0,0.042,0.143,0.47,0.345,0.0
1957,1.0,0.475,0.1,0.296,0.128,0.0
1958,1.0,0.426,0.016,0.329,0.23,0.0
1959,1.0,0.092,0.051,0.607,0.251,0.0
1960,1.0,0.044,0.031,0.839,0.086,0.0
1961,1.0,0.101,0.004,0.455,0.417,0.022
1962,1.0,0.223,0.0,0.143,0.295,0.339
1963,1.0,0.925,0.0,0.0,0.065,0.011
1964,1.0,0.615,0.0,0.03,0.037,0.319
1965,1.0,0.191,0.0,0.074,0.053,0.683
1966,1.0,0.116,0.0,0.009,0.072,0.803
1967,1.0,0.043,0.0,0.006,0.0,0.951
1968,1.0,0.032,0.0,0.004,0.001,0.964
1969,1.0,0.041,0.0,0.049,0.132,0.778
1970,1.0,0.047,0.002,0.317,0.346,0.288
1971,1.0,0.018,0.001,0.099,0.28,0.601
1972,1.0,0.012,0.047,0.236,0.705,0.0
1973,1.0,0.023,0.051,0.196,0.377,0.352
1974,1.0,0.02,0.0,0.0,0.184,0.796
1975,1.0,0.028,0.0,0.009,0.044,0.919
1976,1.0,0.182,0.0,0.0,0.026,0.792
1977,1.0,0.126,0.0,0.001,0.012,0.86
1978,1.0,0.023,0.0,0.004,0.14,0.834
1979,1.0,0.031,0.0,0.009,0.137,0.823
1980,1.0,0.019,0.0,0.032,0.203,0.747
1981,1.0,0.069,0.0,0.012,0.112,0.807
1982,1.0,0.151,0.0,0.223,0.147,0.48
1983,1.0,0.806,0.0,0.067,0.019,0.107
1984,1.0,0.339,0.0,0.034,0.064,0.563
1985,1.0,0.047,0.0,0.0,0.013,0.94
1986,1.0,0.017,0.0,0.015,0.005,0.962
1987,1.0,0.356,0.187,0.202,0.046,0.21
1988,1.0,0.903,0.054,0.043,0.0,0.0
1989,1.0,1.0,0.0,0.0,0.0,0.0
1990,1.0,0.85,0.0,0.006,0.001,0.143
1991,1.0,0.157,0.0,0.096,0.074,0.672
1992,1.0,0.163,0.0,0.058,0.015,0.764
1993,1.0,0.265,0.0,0.052,0.017,0.666
1994,1.0,0.512,0.001,0.009,0.015,0.463
1995,1.0,0.455,0.0,0.008,0.016,0.521
1996,0.723,0.341,0.0,0.002,0.003,0.654
1997,0.98,0.972,0.0,0.0,0.015,0.013
1998,1.0,0.645,0.0,0.0,0.008,0.346
1999,1.0,0.374,0.0,0.001,0.013,0.611
2000,1.0,0.058,0.0,0.003,0.028,0.911
2001,1.0,0.031,0.0,0.0,0.065,0.904
2002,1.0,0.108,0.0,0.0,0.022,0.87
2003,1.0,0.264,0.0,0.0,0.11,0.627
2004,1.0,0.181,0.0,0.0,0.057,0.762
2005,0.961,0.059,0.0,0.016,0.012,0.913
2006,0.906,0.923,0.002,0.075,0.0,0.0
2007,1.0,0.39,0.275,0.335,0.0,0.0
2008,1.0,0.187,0.581,0.212,0.02,0.0
2009,1.0,0.172,0.571,0.239,0.018,0.0
2010,1.0,0.185,0.238,0.516,0.062,0.0
2011,1.0,0.278,0.253,0.403,0.067,0.0
2012,1.0,0.157,0.204,0.502,0.138,0.0
2013,1.0,0.177,0.112,0.69,0.021,0.0
2014,1.0,0.7,0.04,0.26,0.0,0.0
2015,1.0,0.979,0.0,0.021,0.0,0.0
2016,1.0,1.0,0.0,0.0,0.0,0.0
2017,1.0,1.0,0.0,0.0,0.0,0.0
2018,1.0,0.78,0.015,0.185,0.019,0.0
2019,1.0,0.409,0.102,0.471,0.018,0.0
2020,1.0,0.227,0.158,0.536,0.079,0.0
2021,1.0,0.364,0.089,0.452,0.095,0.0
2022,1.0,0.213,0.019,0.556,0.212,0.0
2023,1.0,0.207,0.197,0.189,0.406,0.0
2024,1.0,0.174,0.051,0.238,0.537,0.0
2025,1.0,0.514,0.003,0.158,0.326,0.0
2026,1.0,0.042,0.017,0.232,0.71,0.0
2027,1.0,0.146,0.036,0.261,0.557,0.0
2028,1.0,0.052,0.0,0.05,0.898,0.0
2029,1.0,0.028,0.0,0.028,0.944,0.0
2030,1.0,0.183,0.001,0.095,0.721,0.0
2031,1.0,0.202,0.057,0.181,0.56,0.0
2032,1.0,0.03,0.004,0.119,0.847,0.0
2033,1.0,0.087,0.0,0.109,0.804,0.0
2034,1.0,0.057,0.02,0.391,0.532,0.0
2035,1.0,0.167,0.042,0.489,0.302,0.0
2036,1.0,0.098,0.088,0.406,0.408,0.0
2037,1.0,0.077,0.011,0.279,0.632,0.0
2038,1.0,0.049,0.092,0.387,0.472,0.0
2039,1.0,0.58,0.017,0.264,0.066,0.073
2040,1.0,0.894,0.0,0.002,0.03,0.074
2041,1.0,0.283,0.03,0.045,0.083,0.559
2042,1.0,0.578,0.053,0.085,0.0,0.283
2043,1.0,0.325,0.0,0.0,0.056,0.62
2044,1.0,0.074,0.0,0.0,0.096,0.831
2045,1.0,0.227,0.0,0.0,0.254,0.519
2046,1.0,0.095,0.001,0.023,0.214,0.667
2047,1.0,0.024,0.035,0.099,0.137,0.705
2048,1.0,0.02,0.002,0.148,0.278,0.552
2049,1.0,0.019,0.002,0.219,0.317,0.443
2050,1.0,0.022,0.004,0.057,0.076,0.841
2051,1.0,0.032,0.0,0.0,0.067,0.901
2052,1.0,0.022,0.0,0.0,0.047,0.931
2053,1.0,0.139,0.0,0.0,0.04,0.821
2054,1.0,0.114,0.0,0.036,0.16,0.69
2055,1.0,0.019,0.0,0.0,0.177,0.804
2056,1.0,0.037,0.0,0.082,0.24,0.642
2057,1.0,0.133,0.0,0.229,0.35,0.287
2058,1.0,0.348,0.002,0.128,0.27,0.252
2059,1.0,0.214,0.002,0.203,0.246,0.334
2060,1.0,0.137,0.0,0.283,0.108,0.472
2061,1.0,0.209,0.0,0.036,0.054,0.701
2062,1.0,0.111,0.078,0.103,0.29,0.418
2063,1.0,0.391,0.0,0.036,0.033,0.54
2064,1.0,0.863,0.0,0.029,0.023,0.085
2065,1.0,1.0,0.0,0.0,0.0,0.0
2066,1.0,0.999,0.0,0.001,0.0,0.0
2067,1.0,0.54,0.0,0.046,0.007,0.407
2068,1.0,0.026,0.0,0.162,0.031,0.781
2069,1.0,0.011,0.0,0.408,0.107,0.475
2070,1.0,0.416,0.0,0.164,0.243,0.177
2071,1.0,0.56,0.0,0.019,0.146,0.275
2072,1.0,0.186,0.006,0.133,0.13,0.545
2073,1.0,0.24,0.0,0.078,0.106,0.576
2074,0.705,1.0,0.0,0.0,0.0,0.0
2075,1.0,0.986,0.0,0.0,0.004,0.01
2076,1.0,0.803,0.0,0.003,0.011,0.184
2077,1.0,0.206,0.0,0.01,0.102,0.681
2078,1.0,0.164,0.0,0.006,0.049,0.782
2079,0.746,0.272,0.0,0.007,0.165,0.555
2080,0.692,0.893,0.0,0.0,0.0,0.107
2081,1.0,0.349,0.139,0.512,0.0,0.0
2082,1.0,0.224,0.234,0.34,0.203,0.0
2083,1.0,0.428,0.379,0.134,0.058,0.0
2084,1.0,0.633,0.307,0.046,0.014,0.0
2085,1.0,0.535,0.104,0.117,0.244,0.0
2086,1.0,0.23,0.004,0.203,0.562,0.0
2087,1.0,0.452,0.067,0.2,0.28,0.0
2088,1.0,0.942,0.0,0.058,0.0,0.0
2089,1.0,1.0,0.0,0.0,0.0,0.0
2090,1.0,1.0,0.0,0.0,0.0,0.0
2091,1.0,0.994,0.0,0.006,0.0,0.0
2092,1.0,0.518,0.215,0.264,0.001,0.002
2093,1.0,0.183,0.316,0.404,0.091,0.005
2094,1.0,0.465,0.354,0.181,0.0,0.0
2095,1.0,0.289,0.331,0.38,0.0,0.0
2096,1.0,0.323,0.222,0.336,0.119,0.0
2097,1.0,0.038,0.095,0.38,0.488,0.0
2098,1.0,0.106,0.277,0.347,0.271,0.0
2099,1.0,0.419,0.055,0.328,0.198,0.0
2100,1.0,0.133,0.024,0.452,0.392,0.0
2101,1.0,0.025,0.013,0.375,0.588,0.0
2102,1.0,0.02,0.002,0.04,0.937,0.0
2103,1.0,0.017,0.0,0.002,0.98,0.0
2104,1.0,0.039,0.0,0.004,0.956,0.0
2105,1.0,0.035,0.0,0.023,0.942,0.0
2106,1.0,0.067,0.0,0.125,0.807,0.0
2107,1.0,0.149,0.005,0.45,0.396,0.0
2108,1.0,0.137,0.038,0.365,0.461,0.0
2109,1.0,0.185,0.172,0.431,0.178,0.034
2110,1.0,0.236,0.082,0.25,0.172,0.26
2111,1.0,0.078,0.028,0.185,0.477,0.233
2112,1.0,0.057,0.006,0.172,0.323,0.443
2113,1.0,0.06,0.014,0.038,0.089,0.798
2114,1.0,0.024,0.183,0.265,0.042,0.486
2115,1.0,0.354,0.079,0.105,0.072,0.39
2116,1.0,0.122,0.168,0.214,0.125,0.371
2117,1.0,0.107,0.01,0.033,0.175,0.674
2118,1.0,0.336,0.0,0.0,0.024,0.64
2119,1.0,0.641,0.0,0.001,0.074,0.284
2120,1.0,0.677,0.001,0.03,0.099,0.192
2121,1.0,0.263,0.051,0.289,0.372,0.025
2122,1.0,0.067,0.03,0.13,0.222,0.551
2123,1.0,0.106,0.0,0.002,0.223,0.669
2124,1.0,0.054,0.0,0.045,0.054,0.847
2125,1.0,0.023,0.0,0.0,0.055,0.922
2126,1.0,0.046,0.0,0.0,0.126,0.827
2127,1.0,0.051,0.0,0.016,0.411,0.522
2128,1.0,0.117,0.0,0.109,0.37,0.404
2129,1.0,0.042,0.0,0.267,0.364,0.326
2130,1.0,0.069,0.0,0.138,0.568,0.225
2131,1.0,0.106,0.0,0.052,0.44,0.402
2132,1.0,0.513,0.0,0.083,0.238,0.166
2133,1.0,0.377,0.0,0.231,0.159,0.233
2134,1.0,0.018,0.0,0.005,0.552,0.425
2135,1.0,0.019,0.0,0.01,0.29,0.681
2136,1.0,0.164,0.0,0.015,0.071,0.751
2137,1.0,0.563,0.007,0.178,0.066,0.186
2138,1.0,1.0,0.0,0.0,0.0,0.0
2139,1.0,0.962,0.0,0.0,0.0,0.038
2140,1.0,0.799,0.039,0.047,0.0,0.115
2141,1.0,0.084,0.356,0.192,0.007,0.361
2142,1.0,0.055,0.062,0.587,0.017,0.279
2143,1.0,0.089,0.001,0.153,0.091,0.665
2144,1.0,0.288,0.008,0.063,0.081,0.561
2145,1.0,0.429,0.019,0.125,0.115,0.312
2146,1.0,0.959,0.0,0.005,0.019,0.017
2147,1.0,0.69,0.0,0.063,0.041,0.206
2148,0.927,0.248,0.0,0.0,0.0,0.752
2149,0.745,1.0,0.0,0.0,0.0,0.0
2150,0.995,0.912,0.0,0.021,0.006,0.061
2151,0.918,0.24,0.0,0.079,0.113,0.568
2152,0.362,0.583,0.0,0.015,0.018,0.384
2153,0.775,0.406,0.0,0.001,0.003,0.591
2154,0.902,0.563,0.121,0.315,0.001,0.0
2155,1.0,0.337,0.392,0.241,0.031,0.0
2156,1.0,0.098,0.174,0.128,0.205,0.394
2157,1.0,0.09,0.093,0.053,0.152,0.612
2158,1.0,0.129,0.0,0.08,0.281,0.51
2159,1.0,0.084,0.0,0.099,0.233,0.584
2160,1.0,0.1,0.004,0.214,0.458,0.225
2161,1.0,0.204,0.013,0.439,0.15,0.193
2162,1.0,0.522,0.013,0.147,0.048,0.27
2163,1.0,0.427,0.001,0.472,0.029,0.071
2164,1.0,0.239,0.153,0.421,0.133,0.053
2165,1.0,0.164,0.123,0.562,0.06,0.09
2166,1.0,0.17,0.041,0.586,0.065,0.138
2167,1.0,0.044,0.645,0.3,0.001,0.01
2168,1.0,0.033,0.692,0.274,0.0,0.0
2169,1.0,0.669,0.271,0.06,0.0,0.0
2170,1.0,0.859,0.01,0.131,0.0,0.0
2171,1.0,0.381,0.16,0.459,0.0,0.0
2172,1.0,0.707,0.225,0.068,0.0,0.0
2173,1.0,0.126,0.187,0.665,0.022,0.0
2174,1.0,0.215,0.072,0.663,0.05,0.0
2175,1.0,0.232,0.078,0.41,0.281,0.0
2176,1.0,0.045,0.0,0.429,0.527,0.0
2177,1.0,0.049,0.0,0.134,0.817,0.0
2178,1.0,0.027,0.0,0.085,0.888,0.0
2179,1.0,0.04,0.0,0.411,0.548,0.0
2180,1.0,0.463,0.0,0.528,0.009,0.0
2181,1.0,0.542,0.042,0.346,0.069,0.0
2182,1.0,0.195,0.027,0.488,0.264,0.025
2183,1.0,0.09,0.0,0.179,0.02,0.711
2184,1.0,0.364,0.0,0.0,0.002,0.633
2185,1.0,0.511,0.0,0.038,0.034,0.417
2186,1.0,0.33,0.002,0.027,0.049,0.593
2187,1.0,0.03,0.001,0.003,0.05,0.916
2188,1.0,0.241,0.0,0.0,0.172,0.587
2189,1.0,0.404,0.0,0.002,0.341,0.252
2190,1.0,0.524,0.0,0.003,0.076,0.397
2191,1.0,0.37,0.0,0.0,0.077,0.554
2192,1.0,0.258,0.0,0.0,0.446,0.296
2193,1.0,0.404,0.0,0.017,0.138,0.44
2194,1.0,0.067,0.034,0.261,0.315,0.323
2195,1.0,0.02,0.004,0.095,0.071,0.809
2196,1.0,0.015,0.0,0.004,0.02,0.96
2197,1.0,0.019,0.0,0.0,0.117,0.864
2198,1.0,0.022,0.0,0.0,0.191,0.787
2199,1.0,0.031,0.0,0.0,0.301,0.668
2200,1.0,0.084,0.0,0.202,0.488,0.226
2201,1.0,0.05,0.004,0.14,0.215,0.591
2202,1.0,0.078,0.0,0.1,0.248,0.574
2203,1.0,0.101,0.0,0.093,0.485,0.321
2204,1.0,0.1,0.001,0.052,0.242,0.605
2205,1.0,0.292,0.113,0.033,0.11,0.451
2206,1.0,0.806,0.0,0.063,0.06,0.071
2207,1.0,0.194,0.0,0.121,0.433,0.252
2208,1.0,0.113,0.0,0.073,0.413,0.401
2209,1.0,0.084,0.0,0.044,0.143,0.73
2210,1.0,0.735,0.0,0.047,0.016,0.202
2211,1.0,0.716,0.135,0.004,0.025,0.119
2212,1.0,0.1,0.244,0.276,0.035,0.346
2213,1.0,0.015,0.479,0.427,0.0,0.079
2214,1.0,0.019,0.805,0.175,0.0,0.0
2215,1.0,0.09,0.123,0.783,0.0,0.004
2216,1.0,0.071,0.019,0.378,0.027,0.505
2217,1.0,0.39,0.0,0.078,0.071,0.461
2218,1.0,0.903,0.0,0.031,0.051,0.015
2219,1.0,0.998,0.0,0.0,0.002,0.0
2220,1.0,0.366,0.0,0.12,0.063,0.451
2221,1.0,0.089,0.0,0.006,0.0,0.906
2222,0.955,0.284,0.0,0.0,0.0,0.716
2223,0.227,0.997,0.0,0.0,0.003,0.0
2224,0.554,0.514,0.0,0.001,0.0,0.484
2225,0.699,0.764,0.0,0.004,0.0,0.233
2226,0.907,0.776,0.0,0.0,0.007,0.216
2227,1.0,0.754,0.0,0.0,0.0,0.246
2228,0.693,0.97,0.0,0.0,0.001,0.029
2229,0.889,0.072,0.195,0.275,0.458,0.0
2230,1.0,0.032,0.261,0.222,0.317,0.167
2231,1.0,0.078,0.048,0.261,0.453,0.16
2232,1.0,0.02,0.016,0.41,0.127,0.427
2233,1.0,0.01,0.014,0.089,0.418,0.47
2234,1.0,0.168,0.0,0.014,0.113,0.705
2235,1.0,0.131,0.062,0.201,0.354,0.253
2236,1.0,0.077,0.276,0.181,0.467,0.0
2237,1.0,0.19,0.239,0.352,0.101,0.118
2238,1.0,0.062,0.124,0.275,0.337,0.201
2239,1.0,0.048,0.03,0.403,0.147,0.372
2240,1.0,0.069,0.006,0.528,0.17,0.227
2241,1.0,0.213,0.004,0.703,0.042,0.039
2242,1.0,0.107,0.147,0.537,0.083,0.125
2243,1.0,0.236,0.203,0.519,0.008,0.034
2244,1.0,0.595,0.188,0.217,0.0,0.0
2245,1.0,0.996,0.003,0.002,0.0,0.0
2246,1.0,1.0,0.0,0.0,0.0,0.0
2247,1.0,0.977,0.008,0.016,0.0,0.0
2248,1.0,0.636,0.036,0.207,0.122,0.0
2249,1.0,0.364,0.029,0.278,0.33,0.0
2250,1.0,0.32,0.081,0.373,0.226,0.0
2251,1.0,0.074,0.083,0.316,0.528,0.0
2252,1.0,0.093,0.047,0.431,0.43,0.0
2253,1.0,0.051,0.007,0.461,0.482,0.0
2254,1.0,0.083,0.0,0.651,0.266,0.0
2255,1.0,0.201,0.0,0.341,0.458,0.0
2256,1.0,0.191,0.0,0.488,0.322,0.0
2257,1.0,0.073,0.005,0.392,0.529,0.0
2258,1.0,0.067,0.002,0.392,0.377,0.162
2259,1.0,0.096,0.0,0.101,0.009,0.794
2260,1.0,0.052,0.056,0.101,0.029,0.762
2261,1.0,0.466,0.024,0.086,0.138,0.286
2262,1.0,0.404,0.0,0.008,0.069,0.518
2263,1.0,0.427,0.0,0.007,0.132,0.434
2264,1.0,0.236,0.0,0.025,0.197,0.543
2265,1.0,0.551,0.0,0.009,0.084,0.356
2266,1.0,0.138,0.058,0.125,0.098,0.581
2267,1.0,0.034,0.043,0.211,0.114,0.597
2268,1.0,0.012,0.057,0.391,0.396,0.144
2269,1.0,0.168,0.093,0.192,0.257,0.29
2270,1.0,0.018,0.0,0.0,0.025,0.957
2271,1.0,0.104,0.0,0.0,0.202,0.693
2272,1.0,0.063,0.0,0.001,0.329,0.607
2273,1.0,0.016,0.0,0.01,0.139,0.835
2274,1.0,0.023,0.0,0.002,0.114,0.861
2275,1.0,0.046,0.0,0.007,0.058,0.889
2276,1.0,0.153,0.0,0.035,0.116,0.696
2277,1.0,0.336,0.0,0.179,0.161,0.323
2278,1.0,0.969,0.0,0.028,0.004,0.0
2279,1.0,0.613,0.0,0.119,0.217,0.051
2280,1.0,0.513,0.095,0.013,0.192,0.187
2281,1.0,0.379,0.002,0.171,0.378,0.071
2282,1.0,0.105,0.0,0.236,0.55,0.109
2283,1.0,0.236,0.04,0.05,0.581,0.093
2284,1.0,0.359,0.16,0.121,0.023,0.337
2285,1.0,0.414,0.048,0.051,0.012,0.475
2286,1.0,0.582,0.24,0.013,0.006,0.16
2287,1.0,0.116,0.884,0.0,0.0,0.0
2288,1.0,0.016,0.984,0.0,0.0,0.0
2289,1.0,0.021,0.664,0.051,0.265,0.0
2290,1.0,0.055,0.147,0.262,0.537,0.0
2291,1.0,0.335,0.028,0.323,0.305,0.009
2292,1.0,0.874,0.0,0.003,0.002,0.121
2293,1.0,0.648,0.0,0.0,0.019,0.333
2294,1.0,0.372,0.0,0.003,0.03,0.594
2295,1.0,0.135,0.0,0.024,0.083,0.758
2296,1.0,0.073,0.0,0.012,0.003,0.912
2297,1.0,0.116,0.0,0.0,0.0,0.884
2298,0.713,0.552,0.001,0.001,0.0,0.446
2299,0.473,0.753,0.0,0.0,0.003,0.243
2300,0.57,0.936,0.0,0.0,0.0,0.064
2301,0.615,0.931,0.0,0.0,0.001,0.068
2302,0.428,0.865,0.0,0.003,0.052,0.08
2303,0.9,0.014,0.048,0.503,0.434,0.0
2304,1.0,0.023,0.036,0.305,0.636,0.0
2305,1.0,0.136,0.175,0.341,0.346,0.001
2306,1.0,0.092,0.251,0.439,0.201,0.017
2307,1.0,0.15,0.09,0.622,0.063,0.075
2308,1.0,0.036,0.07,0.464,0.011,0.42
2309,1.0,0.112,0.276,0.062,0.352,0.198
2310,1.0,0.092,0.03,0.152,0.017,0.709
